,5y_ret,cluster,Year,Type,Lat,Lon
1321,0.5087912087912088,84,2018,S,51.388496236363636,-0.3190816909090909
1324,-0.004680768672249425,84,2019,S,51.388496236363636,-0.3190816909090909
1327,-0.11089519650655033,84,2020,S,51.388496236363636,-0.3190816909090909
1330,0.03236037582868301,84,2021,S,51.388496236363636,-0.3190816909090909
1313,0.07447278929470103,84,2015,T,51.388496236363636,-0.3190816909090909
1316,0.01757130156874087,84,2016,T,51.388496236363636,-0.3190816909090909
1319,-0.3660194174757281,84,2017,T,51.388496236363636,-0.3190816909090909
1322,-0.3400841750841752,84,2018,T,51.388496236363636,-0.3190816909090909
1325,-0.054019941367406954,84,2019,T,51.388496236363636,-0.3190816909090909
1328,-0.15666094911377937,84,2020,T,51.388496236363636,-0.3190816909090909
1331,-0.04198728671796603,84,2021,T,51.388496236363636,-0.3190816909090909
1337,1.0950216372740478,87,2015,D,51.32909734285714,-0.4011122285714286
1338,-0.2278152123613133,87,2016,D,51.32909734285714,-0.4011122285714286
1339,-0.2332198799590104,87,2017,D,51.32909734285714,-0.4011122285714286
1340,-0.6938048245614035,87,2018,D,51.32909734285714,-0.4011122285714286
1341,-0.17184860955824632,87,2019,D,51.32909734285714,-0.4011122285714286
1342,-0.5645965275603823,87,2020,D,51.32909734285714,-0.4011122285714286
1343,0.22576609992282992,87,2021,D,51.32909734285714,-0.4011122285714286
1354,1.0665108258348472,88,2015,D,51.357308878787876,-0.3398143787878788
1356,-0.14155145929339463,88,2016,D,51.357308878787876,-0.3398143787878788
1358,-0.2470538720538722,88,2017,D,51.357308878787876,-0.3398143787878788
1360,-0.21513026148111947,88,2018,D,51.357308878787876,-0.3398143787878788
1362,0.1448288065115455,88,2019,D,51.357308878787876,-0.3398143787878788
1364,-0.16220554991318015,88,2020,D,51.357308878787876,-0.3398143787878788
1366,0.33670635115372916,88,2021,D,51.357308878787876,-0.3398143787878788
1355,0.7775524002704528,88,2015,S,51.357308878787876,-0.3398143787878788
1357,-0.20907627118644068,88,2016,S,51.357308878787876,-0.3398143787878788
1359,0.05435259051459629,88,2017,S,51.357308878787876,-0.3398143787878788
1361,-0.1482023411371236,88,2018,S,51.357308878787876,-0.3398143787878788
1363,0.13278898711114095,88,2019,S,51.357308878787876,-0.3398143787878788
1365,-0.4082467532467533,88,2020,S,51.357308878787876,-0.3398143787878788
1367,-0.02446445682729559,88,2021,S,51.357308878787876,-0.3398143787878788
1373,0.2420153905275615,91,2015,D,51.332985962264154,-0.3874623018867924
1374,0.15311355311355324,91,2016,D,51.332985962264154,-0.3874623018867924
1375,-0.41904404404404405,91,2017,D,51.332985962264154,-0.3874623018867924
1376,-0.20945376436988505,91,2018,D,51.332985962264154,-0.3874623018867924
1377,0.16234367762853164,91,2019,D,51.332985962264154,-0.3874623018867924
1378,0.15735704164190722,91,2020,D,51.332985962264154,-0.3874623018867924
1379,-0.19648231414868111,91,2021,D,51.332985962264154,-0.3874623018867924
1385,0.03980034580628322,93,2015,S,51.386529872340425,-0.4105697872340425
1386,0.1969716965255386,93,2016,S,51.386529872340425,-0.4105697872340425
1387,0.31304243008678867,93,2017,S,51.386529872340425,-0.4105697872340425
1388,-0.13588442014837954,93,2018,S,51.386529872340425,-0.4105697872340425
1389,-0.007042882668254924,93,2019,S,51.386529872340425,-0.4105697872340425
1390,0.08309523809523811,93,2020,S,51.386529872340425,-0.4105697872340425
1391,-0.05511346890657243,93,2021,S,51.386529872340425,-0.4105697872340425
1397,-0.12646560319815903,95,2015,T,51.40789935714286,-0.3632761904761905
1398,0.01118742266971906,95,2016,T,51.40789935714286,-0.3632761904761905
1399,-0.1419117647058823,95,2017,T,51.40789935714286,-0.3632761904761905
1400,0.044764309764309784,95,2018,T,51.40789935714286,-0.3632761904761905
1401,0.04509436997791716,95,2019,T,51.40789935714286,-0.3632761904761905
1402,0.03896103896103886,95,2020,T,51.40789935714286,-0.3632761904761905
1403,0.1729282622139765,95,2021,T,51.40789935714286,-0.3632761904761905
1409,0.15052631578947362,96,2015,F,51.38344771153846,-0.33422386538461535
1410,0.004113237324916197,96,2016,F,51.38344771153846,-0.33422386538461535
1411,-0.10947368421052617,96,2017,F,51.38344771153846,-0.33422386538461535
1412,-0.3115079365079365,96,2018,F,51.38344771153846,-0.33422386538461535
1413,-0.24423963133640547,96,2019,F,51.38344771153846,-0.33422386538461535
1414,-0.1200963718820861,96,2020,F,51.38344771153846,-0.33422386538461535
1415,-0.0720130182668286,96,2021,F,51.38344771153846,-0.33422386538461535
1421,0.5600576516798099,98,2015,D,51.33953342857143,-0.39491045714285716
1422,-0.12996894409937876,98,2016,D,51.33953342857143,-0.39491045714285716
1423,-0.5724629629629631,98,2017,D,51.33953342857143,-0.39491045714285716
1424,-0.3007518796992481,98,2018,D,51.33953342857143,-0.39491045714285716
1425,0.040494938132733305,98,2019,D,51.33953342857143,-0.39491045714285716
1426,-0.40412907702984024,98,2020,D,51.33953342857143,-0.39491045714285716
1427,0.2593639807425683,98,2021,D,51.33953342857143,-0.39491045714285716
