,3y_ret,3y_ret_ward,Price,Year,Type,Ward
487,0.16153846153846163,0.5,465000.0,2016,S,Molesey West
503,0.024411661397962803,0.2435897435897436,485000.0,2017,S,Molesey West
519,-0.10954746136865334,0.015452538631346657,460000.0,2018,S,Molesey West
535,0.03196143863552092,0.03655913978494629,482000.0,2019,S,Molesey West
551,-0.027892968840495858,0.010309278350515427,490000.0,2020,S,Molesey West
567,0.0635265700483092,0.14130434782608692,525000.0,2021,S,Molesey West
631,-0.03000595917502813,0.05021008403361349,249950.0,2013,T,Molesey West
647,0.04542738696359239,0.2736730360934183,299950.0,2014,T,Molesey West
663,0.1765197215777261,0.49651972157772617,322500.0,2015,T,Molesey West
679,0.10318174746060316,0.4642928585717143,366000.0,2016,T,Molesey West
695,-0.007962782070627394,0.2135355892648776,364000.0,2017,T,Molesey West
711,0.05893939393939385,0.19999999999999996,387000.0,2018,T,Molesey West
727,-0.012880896620943494,0.007513661202185773,368750.0,2019,T,Molesey West
743,-0.05785714285714294,-0.017857142857142905,357500.0,2020,T,Molesey West
759,-0.0519400088591615,0.010335917312661591,391000.0,2021,T,Molesey West
56,-0.058287274032594594,0.017194570135746545,1124000.0,2013,D,Oatlands and Burwood Park
72,0.4231292517006804,0.6326530612244898,1600000.0,2014,D,Oatlands and Burwood Park
88,-0.06078904991948475,0.15217391304347827,1325000.0,2015,D,Oatlands and Burwood Park
104,-0.06938721358556532,0.14991103202846978,1292500.0,2016,D,Oatlands and Burwood Park
120,-0.24873277559055118,-0.11093750000000002,1422500.0,2017,D,Oatlands and Burwood Park
136,-0.1144173988189543,-0.007547169811320753,1315000.0,2018,D,Oatlands and Burwood Park
152,0.10885991400303352,0.11605415860735002,1442500.0,2019,D,Oatlands and Burwood Park
168,-0.08902889182138263,-0.05096660808435849,1350000.0,2020,D,Oatlands and Burwood Park
184,0.07004064507670127,0.15969581749049433,1525000.0,2021,D,Oatlands and Burwood Park
248,-0.20220636634106526,-0.1495747873936969,255000.0,2013,F,Oatlands and Burwood Park
264,-0.13849021435228326,0.034482758620689724,300000.0,2014,F,Oatlands and Burwood Park
280,0.28014656895403056,0.5696202531645569,387500.0,2015,F,Oatlands and Burwood Park
296,0.24303921568627462,0.5980392156862746,407500.0,2016,F,Oatlands and Burwood Park
312,-0.06996927803379416,0.21666666666666656,365000.0,2017,F,Oatlands and Burwood Park
328,-0.33535220539828825,-0.2129032258064516,305000.0,2018,F,Oatlands and Burwood Park
344,-0.10060444162723836,-0.10429447852760731,365000.0,2019,F,Oatlands and Burwood Park
360,-0.07047336813596572,-0.10342465753424657,327250.0,2020,F,Oatlands and Burwood Park
376,0.3420566318926975,0.33114754098360666,406000.0,2021,F,Oatlands and Burwood Park
440,-0.3406896551724137,-0.21999999999999997,390000.0,2013,S,Oatlands and Burwood Park
456,1.1617891423767912,1.3990772779700116,1040000.0,2014,S,Oatlands and Burwood Park
472,-0.029749521511192478,0.281725888324873,631250.0,2015,S,Oatlands and Burwood Park
488,0.9243589743589744,1.2628205128205128,882500.0,2016,S,Oatlands and Burwood Park
504,-0.32013962065331925,-0.10096153846153844,935000.0,2017,S,Oatlands and Burwood Park
520,-0.06361386138613856,0.06138613861386144,670000.0,2018,S,Oatlands and Burwood Park
536,-0.18193481163101177,-0.1773371104815864,726000.0,2019,S,Oatlands and Burwood Park
552,-0.04622363756534287,-0.008021390374331583,927500.0,2020,S,Oatlands and Burwood Park
568,0.2431177446102819,0.32089552238805963,885000.0,2021,S,Oatlands and Burwood Park
632,0.1795242165316182,0.2597402597402598,485000.0,2013,T,Oatlands and Burwood Park
648,0.020359692116464823,0.24860534124629075,525975.0,2014,T,Oatlands and Burwood Park
664,0.06333333333333324,0.3833333333333333,581000.0,2015,T,Oatlands and Burwood Park
